Timestamp;Temperature1;Temperature2;Mass
09:42:44.431;26;27,75;0,85
09:42:44.692;26,75;27;0,86
09:42:44.942;26,25;26,75;0,85
09:42:45.148;26,75;27,25;0,84
09:42:45.450;26,75;27,5;0,83
09:42:45.660;26,75;27,5;0,86
09:42:45.907;26,75;27,5;0,84
09:42:46.157;26,75;27;0,82
09:42:46.423;26,75;27,25;0,85
09:42:46.670;26,75;27,5;0,83
09:42:46.942;26,5;27,25;0,86
09:42:47.192;26,75;27,25;0,86
09:42:47.505;26,75;27,25;0,87
09:42:47.818;26,75;27,25;0,86
09:42:47.964;26,75;27,25;0,84
09:42:48.226;26,75;27,5;0,88
09:42:48.424;26,5;26,75;0,86
09:42:48.741;26,75;27;0,85
09:42:48.932;26,75;27,5;0,85
09:42:49.199;26,5;27,25;0,85
09:42:49.399;26,75;27,25;0,84
09:42:49.721;26,75;27;0,87
09:42:49.912;26,25;27;0,86
09:42:50.178;26,75;27,75;0,87
09:42:50.420;26,75;26,75;0,85
09:42:50.670;26,75;26,75;0,82
09:42:50.923;26,5;26,75;0,79
09:42:51.172;26,25;27,25;0,85
09:42:51.421;27;27,5;0,87
09:42:51.669;26,75;27,5;0,85
09:42:51.934;27;27;0,85
09:42:52.196;26,75;27,5;0,84
09:42:52.740;26,75;27,25;0,87
09:42:52.740;26,5;26,75;0,86
09:42:52.924;26,5;27;0,82
09:42:53.444;26,5;27,25;0,84
09:42:53.444;26,5;27,25;0,84
09:42:53.921;27;27;0,82
09:42:53.929;26,25;26,75;0,81
09:42:54.462;26,75;27,5;0,81
09:42:54.468;27;27,25;0,87
09:42:54.716;26,75;27,25;0,83
09:42:54.971;26,75;27,5;0,85
09:42:55.217;26,5;27,25;0,82
# Recording duration: 70,5916375 seconds
# Max Temp1: 26,5°C
# Max Temp2: 27,25°C
# Max Mass: 0,82kg
